species_key,common_name,scientific_name,entry_type,category_slug,output_filename,prompt,negative_prompt,metadata_license,notes
blue-diamond-discus_variety,Blue Diamond Discus,Symphysodon aequifasciatus,variety,discus,blue-diamond-discus_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Blue Diamond Discus (Symphysodon aequifasciatus), side profile, visible traits: blue, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
pigeon-blood-discus_variety,Pigeon Blood Discus,Symphysodon aequifasciatus,variety,discus,pigeon-blood-discus_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Pigeon Blood Discus (Symphysodon aequifasciatus), side profile, visible traits suggested by the common name, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
red-melon-discus_variety,Red Melon Discus,Symphysodon aequifasciatus,variety,discus,red-melon-discus_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Red Melon Discus (Symphysodon aequifasciatus), side profile, visible traits: red, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
bolivian-ram_species,Bolivian Ram,Mikrogeophagus altispinosus,species,cichlid,bolivian-ram_species.jpg,"Realistic aquarium photograph style image of a Bolivian Ram fish (Mikrogeophagus altispinosus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
apistogramma-cacatuoides_species,Apistogramma cacatuoides,Apistogramma cacatuoides,species,cichlid,apistogramma-cacatuoides_species.jpg,"Realistic aquarium photograph style image of a Apistogramma cacatuoides fish (Apistogramma cacatuoides), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
apistogramma-agassizii_species,Apistogramma agassizii,Apistogramma agassizii,species,cichlid,apistogramma-agassizii_species.jpg,"Realistic aquarium photograph style image of a Apistogramma agassizii fish (Apistogramma agassizii), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
apistogramma-borellii_species,Apistogramma borellii,Apistogramma borellii,species,cichlid,apistogramma-borellii_species.jpg,"Realistic aquarium photograph style image of a Apistogramma borellii fish (Apistogramma borellii), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
kribensis_species,Kribensis,Pelvicachromis pulcher,species,cichlid,kribensis_species.jpg,"Realistic aquarium photograph style image of a Kribensis fish (Pelvicachromis pulcher), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
albino-oscar_variety,Albino Oscar,Astronotus ocellatus,variety,cichlid,albino-oscar_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Albino Oscar (Astronotus ocellatus), side profile, visible traits: pale albino coloring with red eyes, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
tiger-oscar_variety,Tiger Oscar,Astronotus ocellatus,variety,cichlid,tiger-oscar_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Tiger Oscar (Astronotus ocellatus), side profile, visible traits suggested by the common name, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
flowerhorn_hybrid,Flowerhorn,,hybrid,cichlid,flowerhorn_hybrid.jpg,"Realistic aquarium photograph style illustrative placeholder of a Flowerhorn (), side profile, visible traits: large forehead hump and vivid cichlid markings, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
blood-parrot-cichlid_hybrid,Blood Parrot Cichlid,,hybrid,cichlid,blood-parrot-cichlid_hybrid.jpg,"Realistic aquarium photograph style illustrative placeholder of a Blood Parrot Cichlid (), side profile, visible traits: rounded orange hybrid cichlid body, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
severum_species,Severum,Heros efasciatus,species,cichlid,severum_species.jpg,"Realistic aquarium photograph style image of a Severum fish (Heros efasciatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
green-terror_species,Green Terror,Andinoacara rivulatus,species,cichlid,green-terror_species.jpg,"Realistic aquarium photograph style image of a Green Terror fish (Andinoacara rivulatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
jack-dempsey_species,Jack Dempsey,Rocio octofasciata,species,cichlid,jack-dempsey_species.jpg,"Realistic aquarium photograph style image of a Jack Dempsey fish (Rocio octofasciata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
electric-blue-jack-dempsey_variety,Electric Blue Jack Dempsey,Rocio octofasciata,variety,cichlid,electric-blue-jack-dempsey_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Electric Blue Jack Dempsey (Rocio octofasciata), side profile, visible traits: blue, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
firemouth-cichlid_species,Firemouth Cichlid,Thorichthys meeki,species,cichlid,firemouth-cichlid_species.jpg,"Realistic aquarium photograph style image of a Firemouth Cichlid fish (Thorichthys meeki), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
convict-cichlid_species,Convict Cichlid,Amatitlania nigrofasciata,species,cichlid,convict-cichlid_species.jpg,"Realistic aquarium photograph style image of a Convict Cichlid fish (Amatitlania nigrofasciata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
texas-cichlid_species,Texas Cichlid,Herichthys cyanoguttatus,species,cichlid,texas-cichlid_species.jpg,"Realistic aquarium photograph style image of a Texas Cichlid fish (Herichthys cyanoguttatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
jewel-cichlid_species,Jewel Cichlid,Hemichromis bimaculatus,species,cichlid,jewel-cichlid_species.jpg,"Realistic aquarium photograph style image of a Jewel Cichlid fish (Hemichromis bimaculatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
frontosa_species,Frontosa,Cyphotilapia frontosa,species,cichlid,frontosa_species.jpg,"Realistic aquarium photograph style image of a Frontosa fish (Cyphotilapia frontosa), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
yellow-lab-cichlid_species,Yellow Lab Cichlid,Labidochromis caeruleus,species,cichlid,yellow-lab-cichlid_species.jpg,"Realistic aquarium photograph style image of a Yellow Lab Cichlid fish (Labidochromis caeruleus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
electric-blue-hap_species,Electric Blue Hap,Sciaenochromis fryeri,species,cichlid,electric-blue-hap_species.jpg,"Realistic aquarium photograph style image of a Electric Blue Hap fish (Sciaenochromis fryeri), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
red-zebra-cichlid_species,Red Zebra Cichlid,Maylandia estherae,species,cichlid,red-zebra-cichlid_species.jpg,"Realistic aquarium photograph style image of a Red Zebra Cichlid fish (Maylandia estherae), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
demasoni-cichlid_species,Demasoni Cichlid,Chindongo demasoni,species,cichlid,demasoni-cichlid_species.jpg,"Realistic aquarium photograph style image of a Demasoni Cichlid fish (Chindongo demasoni), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
peacock-cichlid_species,Peacock Cichlid,Aulonocara sp.,species,cichlid,peacock-cichlid_species.jpg,"Realistic aquarium photograph style image of a Peacock Cichlid fish (Aulonocara sp.), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
albino-corydoras_variety,Albino Corydoras,Corydoras aeneus,variety,catfish,albino-corydoras_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Albino Corydoras (Corydoras aeneus), side profile, visible traits: pale albino coloring with red eyes, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
peppered-corydoras_species,Peppered Corydoras,Corydoras paleatus,species,catfish,peppered-corydoras_species.jpg,"Realistic aquarium photograph style image of a Peppered Corydoras fish (Corydoras paleatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
panda-corydoras_species,Panda Corydoras,Corydoras panda,species,catfish,panda-corydoras_species.jpg,"Realistic aquarium photograph style image of a Panda Corydoras fish (Corydoras panda), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
sterbai-corydoras_species,Sterbai Corydoras,Corydoras sterbai,species,catfish,sterbai-corydoras_species.jpg,"Realistic aquarium photograph style image of a Sterbai Corydoras fish (Corydoras sterbai), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
julii-corydoras_species,Julii Corydoras,Corydoras julii,species,catfish,julii-corydoras_species.jpg,"Realistic aquarium photograph style image of a Julii Corydoras fish (Corydoras julii), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
three-line-corydoras_species,Three-line Corydoras,Corydoras trilineatus,species,catfish,three-line-corydoras_species.jpg,"Realistic aquarium photograph style image of a Three-line Corydoras fish (Corydoras trilineatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
pygmy-corydoras_species,Pygmy Corydoras,Corydoras pygmaeus,species,catfish,pygmy-corydoras_species.jpg,"Realistic aquarium photograph style image of a Pygmy Corydoras fish (Corydoras pygmaeus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
salt-and-pepper-corydoras_species,Salt and Pepper Corydoras,Corydoras habrosus,species,catfish,salt-and-pepper-corydoras_species.jpg,"Realistic aquarium photograph style image of a Salt and Pepper Corydoras fish (Corydoras habrosus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
skunk-corydoras_species,Skunk Corydoras,Corydoras arcuatus,species,catfish,skunk-corydoras_species.jpg,"Realistic aquarium photograph style image of a Skunk Corydoras fish (Corydoras arcuatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
adolfos-corydoras_species,Adolfo's Corydoras,Corydoras adolfoi,species,catfish,adolfos-corydoras_species.jpg,"Realistic aquarium photograph style image of a Adolfo's Corydoras fish (Corydoras adolfoi), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
orange-venezuelan-corydoras_species,Orange Venezuelan Corydoras,Corydoras venezuelanus,species,catfish,orange-venezuelan-corydoras_species.jpg,"Realistic aquarium photograph style image of a Orange Venezuelan Corydoras fish (Corydoras venezuelanus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
otocinclus-catfish_species,Otocinclus Catfish,Otocinclus affinis,species,catfish,otocinclus-catfish_species.jpg,"Realistic aquarium photograph style image of a Otocinclus Catfish fish (Otocinclus affinis), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
glass-catfish_species,Glass Catfish,Kryptopterus vitreolus,species,catfish,glass-catfish_species.jpg,"Realistic aquarium photograph style image of a Glass Catfish fish (Kryptopterus vitreolus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
pictus-catfish_species,Pictus Catfish,Pimelodus pictus,species,catfish,pictus-catfish_species.jpg,"Realistic aquarium photograph style image of a Pictus Catfish fish (Pimelodus pictus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
redtail-catfish_species,Redtail Catfish,Phractocephalus hemioliopterus,species,catfish,redtail-catfish_species.jpg,"Realistic aquarium photograph style image of a Redtail Catfish fish (Phractocephalus hemioliopterus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
tiger-shovelnose-catfish_species,Tiger Shovelnose Catfish,Pseudoplatystoma tigrinum,species,catfish,tiger-shovelnose-catfish_species.jpg,"Realistic aquarium photograph style image of a Tiger Shovelnose Catfish fish (Pseudoplatystoma tigrinum), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
iridescent-shark-catfish_species,Iridescent Shark Catfish,Pangasianodon hypophthalmus,species,catfish,iridescent-shark-catfish_species.jpg,"Realistic aquarium photograph style image of a Iridescent Shark Catfish fish (Pangasianodon hypophthalmus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
upside-down-catfish_species,Upside-down Catfish,Synodontis nigriventris,species,catfish,upside-down-catfish_species.jpg,"Realistic aquarium photograph style image of a Upside-down Catfish fish (Synodontis nigriventris), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
featherfin-synodontis_species,Featherfin Synodontis,Synodontis eupterus,species,catfish,featherfin-synodontis_species.jpg,"Realistic aquarium photograph style image of a Featherfin Synodontis fish (Synodontis eupterus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
albino-bristlenose-pleco_variety,Albino Bristlenose Pleco,Ancistrus cirrhosus,variety,pleco,albino-bristlenose-pleco_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Albino Bristlenose Pleco (Ancistrus cirrhosus), side profile, visible traits: pale albino coloring with red eyes, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
super-red-bristlenose-pleco_variety,Super Red Bristlenose Pleco,Ancistrus cirrhosus,variety,pleco,super-red-bristlenose-pleco_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Super Red Bristlenose Pleco (Ancistrus cirrhosus), side profile, visible traits: red, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
longfin-bristlenose-pleco_variety,Longfin Bristlenose Pleco,Ancistrus cirrhosus,variety,pleco,longfin-bristlenose-pleco_variety.jpg,"Realistic aquarium photograph style illustrative placeholder of a Longfin Bristlenose Pleco (Ancistrus cirrhosus), side profile, visible traits suggested by the common name, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
common-pleco_species,Common Pleco,Hypostomus plecostomus,species,pleco,common-pleco_species.jpg,"Realistic aquarium photograph style image of a Common Pleco fish (Hypostomus plecostomus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
sailfin-pleco_species,Sailfin Pleco,Pterygoplichthys gibbiceps,species,pleco,sailfin-pleco_species.jpg,"Realistic aquarium photograph style image of a Sailfin Pleco fish (Pterygoplichthys gibbiceps), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
clown-pleco_species,Clown Pleco,Panaqolus maccus,species,pleco,clown-pleco_species.jpg,"Realistic aquarium photograph style image of a Clown Pleco fish (Panaqolus maccus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
rubber-lip-pleco_species,Rubber Lip Pleco,Chaetostoma milesi,species,pleco,rubber-lip-pleco_species.jpg,"Realistic aquarium photograph style image of a Rubber Lip Pleco fish (Chaetostoma milesi), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
gold-nugget-pleco_species,Gold Nugget Pleco,Baryancistrus xanthellus,species,pleco,gold-nugget-pleco_species.jpg,"Realistic aquarium photograph style image of a Gold Nugget Pleco fish (Baryancistrus xanthellus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
blue-phantom-pleco_species,Blue Phantom Pleco,Hemiancistrus sp.,species,pleco,blue-phantom-pleco_species.jpg,"Realistic aquarium photograph style image of a Blue Phantom Pleco fish (Hemiancistrus sp.), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
green-phantom-pleco_species,Green Phantom Pleco,Hemiancistrus subviridis,species,pleco,green-phantom-pleco_species.jpg,"Realistic aquarium photograph style image of a Green Phantom Pleco fish (Hemiancistrus subviridis), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
royal-pleco_species,Royal Pleco,Panaque nigrolineatus,species,pleco,royal-pleco_species.jpg,"Realistic aquarium photograph style image of a Royal Pleco fish (Panaque nigrolineatus), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
snowball-pleco_species,Snowball Pleco,Hypancistrus inspector,species,pleco,snowball-pleco_species.jpg,"Realistic aquarium photograph style image of a Snowball Pleco fish (Hypancistrus inspector), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
black-kuhli-loach_species,Black Kuhli Loach,Pangio oblonga,species,loach,black-kuhli-loach_species.jpg,"Realistic aquarium photograph style image of a Black Kuhli Loach fish (Pangio oblonga), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
zebra-loach_species,Zebra Loach,Botia striata,species,loach,zebra-loach_species.jpg,"Realistic aquarium photograph style image of a Zebra Loach fish (Botia striata), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
yoyo-loach_species,Yoyo Loach,Botia almorhae,species,loach,yoyo-loach_species.jpg,"Realistic aquarium photograph style image of a Yoyo Loach fish (Botia almorhae), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
dwarf-chain-loach_species,Dwarf Chain Loach,Ambastaia sidthimunki,species,loach,dwarf-chain-loach_species.jpg,"Realistic aquarium photograph style image of a Dwarf Chain Loach fish (Ambastaia sidthimunki), side profile, species-representative appearance, clean planted aquarium or neutral aquatic background, natural lighting, sharp focus, square composition, no text, no watermark.","text, watermark, logo, label, human hand, distorted anatomy, extra fins, blurry, dead fish, low quality",AI Generated Placeholder,Illustrative placeholder only; not a verified real species photograph.
